page_title,change_from_last_week
Sarvepalli Radhakrishnan,3
Simranjit Singh Mann,3
Indian National Developmental Inclusive Alliance,2
K. Chandrashekar Rao,2
Abdul Karim Telgi,2
Sidhu Moose Wala,2
Hindu Mahasabha,2
Ramya (actress),2
Hajong people,2
Chiranjeevi,2
