page_title,users_reverted_past_1_week
Indian National Developmental Inclusive Alliance,14
Next Indian general election,10
Rahul Gandhi,6
Arun Gawli,5
Maharashtra Legislative Assembly,4
Veerappan,3
Narendra Modi,3
2020 Delhi riots,3
Andhra Pradesh Legislative Assembly,3
Next Telangana Legislative Assembly election,2
