page_title,change_from_last_week
Maaveeran (2023 film),7
Basil,7
Siddique (director),7
Hari Singh Nalwa,6
Dulquer Salmaan,5
Varanasi,5
Salaar,5
Ishan Pandita,5
Faltu (TV series),5
Majha,4
