page_title,change_from_last_week
Alauddin Khalji,8
Partha Chatterjee (politician),7
2004 Indian general election,5
1989 Indian general election,4
1984 Indian general election,4
Devan (actor),3
Sidhu Moose Wala,3
1967 Indian general election,2
2007 Uttar Pradesh Legislative Assembly election,2
2012 Indian presidential election,2
