page_title,change_from_last_week
Rocketry: The Nambi Effect,13
2022 monkeypox outbreak,11
Runway 34,11
Vinod Sekhar,8
Indian cricket team in the West Indies and the United States in 2022,7
Bigil,7
Akshita Mudgal,7
Nazriya Nazim,6
India at the 2022 Commonwealth Games,6
Shamshera,6
