page_title,users_reverted_past_1_week
Draupadi Murmu,15
Alauddin Khalji,10
Partha Chatterjee (politician),7
Eknath Shinde,5
2004 Indian general election,5
All India Anna Dravida Munnetra Kazhagam,4
1967 Indian general election,4
1989 Indian general election,4
1984 Indian general election,4
President of India,3
