page_title,users_reverted_past_1_week
Arif Mohammad Khan,7
Govinda (actor),5
Uttarpara (Vidhan Sabha constituency),5
Manmohan Singh,4
Jammu & Kashmir National Conference,4
Revanth Reddy,3
Zakir Husain (politician),3
Mangala Kisan,3
Sameer Gehlaut,3
Md. Tauseef Alam,3
