page_title,change_from_last_week
Arif Mohammad Khan,7
Govinda (actor),4
Uttarpara (Vidhan Sabha constituency),4
Jammu & Kashmir National Conference,3
Zakir Husain (politician),3
Mangala Kisan,3
Sameer Gehlaut,3
Md. Tauseef Alam,3
Manmohan Singh,2
K. Kamaraj,2
