page_title,change_from_last_week
Republic Day (India),19
Pathaan (film),12
Malikappuram,11
YRF Spy Universe,9
Gurbachan Singh Salaria,7
Adani Group,6
Jana Gana Mana,6
Bigg Boss (Tamil season 6),5
Rajinikanth,5
Brahmāstra: Part One – Shiva,5
