page_title,users_reverted_past_1_week
Bigg Boss (Tamil season 6),34
Republic Day (India),19
Pathaan (film),15
Varisu,11
2023 Men's FIH Hockey World Cup,11
Jailer (film),11
Malikappuram,11
Master (2021 film),9
Waltair Veerayya,9
YRF Spy Universe,9
