page_title,users_reverted_past_1_week
Ratan Tata,69
Bigg Boss Marathi season 5,31
Thalapathy 69,17
Ram Pothineni,14
Jammu and Kashmir Legislative Assembly,14
Bhool Bhulaiyaa 3,12
Laughter Chefs – Unlimited Entertainment,11
Ahmednagar,10
The Raja Saab,9
Pallava dynasty,8
