page_title,change_from_last_week
Narnaund (Vidhan Sabha constituency),5
Jammu & Kashmir National Conference,4
Palakkad Assembly constituency,4
Nayab Singh Saini,3
Shankar Dayal Sharma,3
P. V. Narasimha Rao,3
NITI Aayog,3
Govinda (actor),3
Bharat Rashtra Samithi,3
Omar Abdullah,3
