page_title,users_reverted_past_1_week
Akhand Bharat,25
2023 Odisha train collision,18
Pallava dynasty,12
2023 Indian wrestlers' protest,8
Asur (web series),8
Ruturaj Gaikwad,7
People of Assam,7
Ahmednagar,6
Sreeleela,6
Coromandel Express,6
