page_title,users_reverted_past_1_week
Leo (2023 Indian film),15
India at the 2022 Asian Games,12
Sanjay Dutt,8
KL Rahul,8
2023 Cricket World Cup,8
The Vaccine War,7
Varisu,7
Ashoka University,7
Skanda (film),6
Nikki Haley,6
