page_title,users_reverted_past_1_week
Bigg Boss (Tamil TV series) season 8,96
Fateh (2025 film),29
Sky Force (film),27
Karan Veer Mehra,19
Madha Gaja Raja,17
Sankranthiki Vasthunam,14
Kumbh Mela,13
Thalapathy 69,11
Emergency (2025 film),10
Varisu,9
