page_title,change_from_last_week
Thudarum,22
Retro (film),14
Arunachal Pradesh,9
Vivian Dsena,8
Virat Kohli,8
Indus Waters Treaty,7
Anil Sharma (director),7
Shivangi (pilot),7
Kolar Gold Fields,7
Jana Nayagan,6
