page_title,users_reverted_past_1_week
2025 India–Pakistan conflict,24
Thudarum,24
Retro (film),23
Jana Nayagan,16
Indus Waters Treaty,10
Vivian Dsena,10
Arunachal Pradesh,10
Sky Force (film),9
Virat Kohli,9
HIT: The Third Case,8
