page_title,change_from_last_week
Narendra Modi Stadium,11
Salaar,10
Prabhakar Maharana,7
Kaathal: The Core,7
Muslim conquests in the Indian subcontinent,6
Neerja Bhanot,6
Cyclone Biparjoy,6
Chandrayaan-3,5
"Frederick Roberts, 1st Earl Roberts",5
Dhruva Natchathiram,5
