page_title,users_reverted_past_1_week
Samajwadi Party,7
Dravida Munnetra Kazhagam,7
Communist Party of India (Marxist),4
Rajya Sabha,4
Delhi Legislative Assembly,4
National Socialist Council of Nagaland,3
Biju Janata Dal,3
Dewan,3
Purnia Lok Sabha constituency,3
Jharkhand Mukti Morcha,3
