page_title,change_from_last_week
2022 Uttar Pradesh Legislative Assembly election,13
Bhagwant Mann,13
Sayed Hyderali Shihab Thangal,8
Punjab Legislative Assembly,8
Syed Muhammedali Shihab Thangal,6
2022 Manipur Legislative Assembly election,6
2022 Goa Legislative Assembly election,5
Goa Legislative Assembly,5
Communist Party of India,4
Swarajya (magazine),4
