page_title,change_from_last_week
Andhra Pradesh,12
Shatrusalyasinhji,10
Angika,9
Jagat Singh (Sant),9
Holi,8
2022 Uttarakhand Legislative Assembly election,8
Rohit Sardana,8
Aishwarya R. Dhanush,7
Vicky Kaushal,7
Raghuvanshi,7
