page_title,users_reverted_past_1_week
Shatrusalyasinhji,13
Andhra Pradesh,13
Pawankhind,11
Angika,10
Holi,9
Jagat Singh (Sant),9
Mithai (TV series),8
Amaravati,8
Aishwarya R. Dhanush,8
2022 Uttarakhand Legislative Assembly election,8
