page_title,users_reverted_past_1_week
2022 Uttar Pradesh Legislative Assembly election,15
Bhagwant Mann,13
Sayed Hyderali Shihab Thangal,8
Punjab Legislative Assembly,8
Communist Party of India,6
2022 Goa Legislative Assembly election,6
Syed Muhammedali Shihab Thangal,6
2022 Manipur Legislative Assembly election,6
Swarajya (magazine),5
Goa Legislative Assembly,5
