page_title,users_reverted_past_1_week
2024 Maharashtra Legislative Assembly election,16
2024 Jharkhand Legislative Assembly election,11
Tamilaga Vettri Kazhagam,9
Omar Abdullah,4
Mithun Chakraborty,3
1988 Tripura Legislative Assembly election,3
Khinwsar Assembly constituency,3
Hema Malini,2
Rajendra Prasad,2
Kamala Surayya,2
