page_title,change_from_last_week
Brij Bhushan Sharan Singh,15
Naam Tamilar Katchi,5
2023 Karnataka Legislative Assembly election,4
Hindu nationalism,4
Nationalist Congress Party,4
2023 Rajasthan Legislative Assembly election,4
2008 Mumbai attacks,3
Rajya Sabha,3
Next Indian general election,3
Bajrang Dal,3
