page_title,users_reverted_past_1_week
Ponniyin Selvan: I,20
Sarath Babu,15
Purnia district,11
Purnia division,8
Vande Bharat Express,7
Anupamaa,7
Tiger Shroff,7
Go First,7
Lawrence Bishnoi,6
Rajkot,6
