page_title,users_reverted_past_1_week
Left Front (Tripura),5
Babu Bajrangi,4
Kiren Rijiju,4
Bolshevik Party of India,3
Communist Party of India (Marxist),3
Bhutan–India relations,3
Secular Democratic Forces,3
Varanasi (Lok Sabha constituency),2
Sunil Dutt,2
National Democratic Alliance,2
