page_title,change_from_last_week
Sivananda Saraswati,18
James (2022 film),14
Mer (community),10
K.G.F: Chapter 2,9
Parihar,9
Navya Nair,8
Cooku with Comali (season 3),8
RRR (film),7
Parmar,7
Darbar (title),7
