page_title,users_reverted_past_1_week
Shiromani Akali Dal (Amritsar),10
2022 Karnataka hijab row,8
2022 Uttar Pradesh Legislative Assembly election,7
India–Russia relations,6
Dharmendra,5
Viduthalai Chiruthaigal Katchi,4
N. D. Tiwari,4
Simranjit Singh Mann,4
Mekapati Goutham Reddy,4
J. Jayalalithaa,3
