page_title,change_from_last_week
Shiromani Akali Dal (Amritsar),9
India–Russia relations,6
2022 Karnataka hijab row,4
Dharmendra,4
Simranjit Singh Mann,4
Mekapati Goutham Reddy,4
N. D. Tiwari,3
Dravida Munnetra Kazhagam,3
Vivek Agnihotri,3
Kamala Surayya,3
