page_title,users_reverted_past_1_week
Aaraattu (2021 film),23
Tejasswi Prakash,17
K. P. A. C. Lalitha,15
Gehraiyaan (film),14
Bheemla Nayak,12
Ahluwalia (caste),12
Lucknow Super Giants,11
Madhura Raja,11
Sarkaru Vaari Paata,9
Azad Hind,9
