page_title,users_reverted_past_1_week
Rocketry: The Nambi Effect,20
Ek Villain Returns,19
Lalit Modi,13
Lokesh Kanagaraj,12
Pratap Pothen,11
Zee Bangla,10
Sushmita Sen,10
Agent (film),9
Vikramaditya,8
Yash (actor),8
