page_title,users_reverted_past_1_week
All India Anna Dravida Munnetra Kazhagam,13
Maharashtra Legislative Assembly,10
2022 BJP Muhammad remarks controversy,7
Goa Legislative Assembly,7
Edappadi K. Palaniswami,6
Murder of Kanhaiya Lal,4
14th Maharashtra Assembly,4
Muhammad Iqbal,4
Indira Gandhi,4
Tamil Nadu Legislative Assembly,4
