page_title,change_from_last_week
All India Anna Dravida Munnetra Kazhagam,10
Maharashtra Legislative Assembly,9
Goa Legislative Assembly,7
Edappadi K. Palaniswami,6
2022 BJP Muhammad remarks controversy,5
Muhammad Iqbal,4
Indira Gandhi,4
Tamil Nadu Legislative Assembly,4
14th Maharashtra Assembly,3
M. Muhammad Ismail,3
